"Timestamp","StartedLevel","EndLevel","TimeRemainingOnEnd","JumpPressed","AKeyPressed","DKeyPressed","MKeyPressed","PercentageLevelCompleted","BoosterCollected","SpikeTouched","PoisonCollected","MainButtonPress","PauseButtonPress","ResumeButtonPress","QuitButtonPress","RestartButtonPress","InversionCollected"
"2022/10/21 11:53:17 PM MDT","Level1","","","","","","","","","","","","","","","",""
"2022/10/21 11:53:21 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:22 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:23 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:23 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:29 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:29 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:32 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:32 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:34 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:35 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:35 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:36 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:37 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:37 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:37 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:38 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:38 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:40 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:40 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:40 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:40 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:41 PM MDT","","","","","","","","","","","","","","","","","Level1"
"2022/10/21 11:53:41 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:41 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:42 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:42 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:43 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:44 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:44 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:45 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:45 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:46 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:48 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:50 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:52 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:53 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:54 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:53:55 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:57 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:57 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:58 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:58 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:53:58 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:59 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:53:59 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:00 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:00 PM MDT","","","","","","","","","","","","","","","","","Level1"
"2022/10/21 11:54:02 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:54:02 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:54:03 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:03 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:04 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:04 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:05 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:08 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:11 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:12 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:54:12 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:54:13 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:13 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:14 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:14 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:15 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:54:15 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:54:17 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:17 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:17 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:17 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:18 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:19 PM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/21 11:54:21 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:21 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:54:21 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:54:21 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:22 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:22 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:54:22 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:22 PM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/21 11:54:22 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:54:23 PM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/21 11:55:45 PM MDT","","","","","","","","Level1_0.002564508","","","","","","","","",""
"2022/10/22 12:16:27 AM MDT","","","","","","","","","","","","Tutorial","","","","",""
"2022/10/22 12:16:56 AM MDT","","","","","","","","","","","","Level1","","","","",""
"2022/10/22 12:16:57 AM MDT","Level1","","","","","","","","","","","","","","","",""
"2022/10/22 12:17:01 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:02 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:03 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:03 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:06 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:06 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:08 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:08 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:08 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:11 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:13 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:14 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:15 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:16 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:17 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:18 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:19 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:20 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:21 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:21 AM MDT","","","","","","","","","","","","","","","","","Level1"
"2022/10/22 12:17:23 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:23 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:24 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:25 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:27 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:28 AM MDT","","","","","","","","","","Level1","","","","","","",""
"2022/10/22 12:17:28 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:29 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:29 AM MDT","","","","","","","","","","Level1","","","","","","",""
"2022/10/22 12:17:30 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:31 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:32 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:33 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:35 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:35 AM MDT","","","","","","","","","","","","","","","","","Level1"
"2022/10/22 12:17:37 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:37 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:39 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:39 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:42 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:43 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 12:17:44 AM MDT","","","","","","","","","","Level1","","","","","","",""
"2022/10/22 12:17:44 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:44 AM MDT","","","","","","","","","","","","","","","","","Level1"
"2022/10/22 12:17:45 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:46 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:47 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:47 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:48 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:49 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:50 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:51 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:51 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:17:52 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:17:54 AM MDT","","","Level1_22.15328","","","","","","","","","","","","","",""
"2022/10/22 12:17:54 AM MDT","","Level1","","","","","","","","","","","","","","",""
"2022/10/22 12:17:54 AM MDT","","","","","","","","Level1_0.9882867","","","","","","","","",""
"2022/10/22 12:18:01 AM MDT","Level2","","","","","","","","","","","","","","","",""
"2022/10/22 12:18:05 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:06 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:06 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:07 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:08 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:09 AM MDT","","","","","","","","","Level2","","","","","","","",""
"2022/10/22 12:18:09 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:10 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:10 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:10 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:11 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:12 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:13 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/22 12:18:13 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:14 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:14 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:14 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:15 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:16 AM MDT","","","","","","","","","","","","","","","","","Level2"
"2022/10/22 12:18:16 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:17 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:17 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:18 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:18 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/22 12:18:18 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:19 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:21 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:22 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:23 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:23 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:24 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/22 12:18:24 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:25 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:26 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:27 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/22 12:18:27 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:28 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:28 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/22 12:18:29 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:29 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:30 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:30 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:32 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:32 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:33 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:34 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:37 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:38 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:40 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:41 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:42 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:43 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:45 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:45 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:46 AM MDT","","","","","","","","","","Level2","","","","","","",""
"2022/10/22 12:18:47 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:47 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:49 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:49 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:50 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:50 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:52 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:54 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:54 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:18:55 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:55 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:55 AM MDT","","","","","","","","","","","","","","","","","Level2"
"2022/10/22 12:18:56 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:56 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:57 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:57 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:57 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:18:58 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:59 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:18:59 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:00 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:00 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:02 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:04 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:05 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:07 AM MDT","","","","","","","","","Level2","","","","","","","",""
"2022/10/22 12:19:08 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:09 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:09 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:19:10 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:19:10 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:10 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:12 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:19:13 AM MDT","","","","","","Level2","","","","","","","","","","",""
"2022/10/22 12:19:15 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:15 AM MDT","","","","Level2","","","","","","","","","","","","",""
"2022/10/22 12:19:16 AM MDT","","","","","Level2","","","","","","","","","","","",""
"2022/10/22 12:19:17 AM MDT","","","Level2_48.02158","","","","","","","","","","","","","",""
"2022/10/22 12:19:17 AM MDT","","","","","","","","Level2_0.9891133","","","","","","","","",""
"2022/10/22 12:19:17 AM MDT","","Level2","","","","","","","","","","","","","","",""
"2022/10/22 12:19:23 AM MDT","Level3","","","","","","","","","","","","","","","",""
"2022/10/22 12:19:28 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:28 AM MDT","","","","","Level3","","","","","","","","","","","",""
"2022/10/22 12:19:29 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:30 AM MDT","","","","","","Level3","","","","","","","","","","",""
"2022/10/22 12:19:30 AM MDT","","","","","","","","","Level3","","","","","","","",""
"2022/10/22 12:19:31 AM MDT","","","","","","Level3","","","","","","","","","","",""
"2022/10/22 12:19:32 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:32 AM MDT","","","","","Level3","","","","","","","","","","","",""
"2022/10/22 12:19:33 AM MDT","","","","","","","","","Level3","","","","","","","",""
"2022/10/22 12:19:33 AM MDT","","","","","Level3","","","","","","","","","","","",""
"2022/10/22 12:19:33 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:34 AM MDT","","","","","","Level3","","","","","","","","","","",""
"2022/10/22 12:19:35 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:35 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:36 AM MDT","","","","","","Level3","","","","","","","","","","",""
"2022/10/22 12:19:37 AM MDT","","","","","","","","","Level3","","","","","","","",""
"2022/10/22 12:19:37 AM MDT","","","","","","Level3","","","","","","","","","","",""
"2022/10/22 12:19:37 AM MDT","","","","","","Level3","","","","","","","","","","",""
"2022/10/22 12:19:38 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:38 AM MDT","","","","","Level3","","","","","","","","","","","",""
"2022/10/22 12:19:38 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:39 AM MDT","","","","","","","","","Level3","","","","","","","",""
"2022/10/22 12:19:40 AM MDT","","","","","Level3","","","","","","","","","","","",""
"2022/10/22 12:19:40 AM MDT","","","","","","Level3","","","","","","","","","","",""
"2022/10/22 12:19:41 AM MDT","","","","","Level3","","","","","","","","","","","",""
"2022/10/22 12:19:41 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:42 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:42 AM MDT","","","","","","","","","Level3","","","","","","","",""
"2022/10/22 12:19:42 AM MDT","","","","","","Level3","","","","","","","","","","",""
"2022/10/22 12:19:43 AM MDT","","","","","","","","","","Level3","","","","","","",""
"2022/10/22 12:19:43 AM MDT","","","","","","","","","","","","","","","","","Level3"
"2022/10/22 12:19:44 AM MDT","","","","","Level3","","","","","","","","","","","",""
"2022/10/22 12:19:45 AM MDT","","","","Level3","","","","","","","","","","","","",""
"2022/10/22 12:19:52 AM MDT","","","","","","","","Level3_0.5376065","","","","","","","","",""
"2022/10/22 12:38:57 AM MDT","","","","","","","","","","","","Tutorial","","","","",""
"2022/10/22 12:40:14 AM MDT","","","","","","","","","","","","Level1","","","","",""
"2022/10/22 12:40:14 AM MDT","Level1","","","","","","","","","","","","","","","",""
"2022/10/22 12:40:18 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:40:19 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:40:20 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:40:21 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:40:23 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 12:40:25 AM MDT","","","","","","","","","","","","","Level1","","","",""
"2022/10/22 12:40:50 AM MDT","","","","","","","","","","","","","Level1","","","",""
"2022/10/22 12:40:52 AM MDT","","","","","","","","","","","","","","Level1","","",""
"2022/10/22 12:40:52 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:40:53 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 12:40:55 AM MDT","","","","","","","","","","","","","Level1","","","",""
"2022/10/22 12:41:51 AM MDT","","","","","","","","","","","","","","","Level1","",""
"2022/10/22 12:41:52 AM MDT","","","","","","","","","","","","Tutorial","","","","",""
"2022/10/22 12:43:55 AM MDT","","","","","","","","","","","","Tutorial","","","","",""
"2022/10/22 1:44:02 AM MDT","","","","","","","","","","","","Tutorial","","","","",""
"2022/10/22 1:44:26 AM MDT","","","","","","","","","","","","Level1","","","","",""
"2022/10/22 1:44:26 AM MDT","Level1","","","","","","","","","","","","","","","",""
"2022/10/22 1:44:31 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:32 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 1:44:32 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:33 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:44:34 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:39 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:40 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:42 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:42 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 1:44:43 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:44 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:44 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:45 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:44:45 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:44:45 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:44:45 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:46 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:47 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:44:47 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:44:48 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:49 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:50 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 1:44:51 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 1:44:51 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 1:44:52 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 1:44:53 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:44:53 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 1:44:54 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:54 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:44:55 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:44:57 AM MDT","","","","","","Level1","","","","","","","","","","",""
"2022/10/22 1:45:02 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:45:03 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:45:03 AM MDT","","","","","","","","","","","","","","","","","Level1"
"2022/10/22 1:45:06 AM MDT","","","","","","","","","","","","","","","","","Level1"
"2022/10/22 1:45:07 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:45:07 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:45:08 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:45:11 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:45:19 AM MDT","","","","","Level1","","","","","","","","","","","",""
"2022/10/22 1:45:20 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:45:26 AM MDT","","","","Level1","","","","","","","","","","","","",""
"2022/10/22 1:45:27 AM MDT","","","","Level1","","","","","","","","","","","","",""
